Last Access Date	Host	Name	Value	Created Date	Expiration Date	Path
2025-01-07 07:59:30	.tapad.com	TapAd_DID	9d44dc83-4d16-4ba2-99d6-6e06808fae69	2025-01-07 07:59:23	2025-03-08 07:59:30	/
2025-01-07 07:59:30	.tapad.com	TapAd_TS	1736236764873	2025-01-07 07:59:23	2025-03-08 07:59:30	/
2025-01-07 07:59:32	.smartadserver.com	TestIfCookieP	ok	2025-01-07 07:59:32	2026-02-07 07:59:32	/
2025-01-07 07:59:25	.contextweb.com	V	LSimLCcK9Fft	2025-01-07 07:59:25	2026-01-02 07:59:25	/
2025-01-07 07:59:32	.bfmio.com	__191_cid	af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:32	2026-01-07 07:59:32	/
2025-01-07 07:59:25	.temu.com	__cf_bm	odVVf6j2pZAhL5bX1Pl2lx0tHQEs3H51RkQm_NZVZqU-1736236766-1.0.1.1-ZvLC.xssO8190c24WjWw.WcUyBEo_vhusGdAXyWCRCRHD6vvF2IkKIAr3IWYcskhssbhS.Nk2oxrCPtYrEIgqg	2025-01-07 07:59:25	2025-01-07 08:29:25	/
2025-01-07 07:59:24	.eskimi.com	__eConsent	1	2025-01-07 07:59:24	2025-02-06 07:59:24	/
2025-01-07 07:59:24	.eskimi.com	__eDId	afd8b1f3-5c6f-4323-a903-e6f9e33f2e15	2025-01-07 07:59:24	2025-02-06 07:59:24	/
2025-01-07 07:59:32	.bfmio.com	__io_cid	76e1b67b4467ea5aadd4aeb5082331a1345b3820	2025-01-07 07:59:32	2026-01-07 07:59:32	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_bs	4ae0164e-f014-498e-ad7c-fee9aeed6f3f-677cded7-5553	2025-01-07 07:59:27	2026-01-07 07:59:26	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_bw	50b3902a-8d31-4204-b198-e8939a4c5219	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_cx	1	2025-01-07 07:59:32	2025-02-08 19:59:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_td	733a254c-112c-4202-9121-797e18c07352	2025-01-07 07:59:28	2026-01-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_tu	d52cff7a-1711-4a1f-94c6-7707870bf70f	2025-01-07 07:59:26	2026-01-07 07:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_z1	1	2025-01-07 07:59:32	2025-01-08 07:59:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_zt	1975461781627923964	2025-01-07 07:59:26	2026-01-07 07:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_bs	273597865019573199	2025-01-07 07:59:27	2025-02-08 19:59:26	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_bw	273597869314540496	2025-01-07 07:59:27	2025-04-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_cx	63701972	2025-01-07 07:59:32	2025-01-20 07:59:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_td	273597869314540496	2025-01-07 07:59:28	2025-04-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_tu	273597860724605902	2025-01-07 07:59:26	2025-02-08 19:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_z1	63701972	2025-01-07 07:59:32	2025-01-07 17:35:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_zt	273597860724605902	2025-01-07 07:59:26	2025-02-08 19:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uis	d52cff7a-1711-4a1f-94c6-7707870bf70f	2025-01-07 07:59:20	2026-01-07 07:59:34	/
2025-01-07 07:59:23	.ambientdsp.com	_aGeoIp	TH-Bangkok	2025-01-07 07:59:23	2025-01-08 07:59:23	/
2025-01-07 07:59:23	.ambientdsp.com	_aUID	17jaxkrcauc3	2025-01-07 07:59:23	2026-02-11 07:59:23	/
2025-01-07 07:59:27	.1rx.io	_rxuuid	%7B%22rx_uuid%22%3A%22RX-b3bd4a23-f796-4749-aee8-97510bccc61b-004%22%7D	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 07:59:28	.targeting.unrulymedia.com	_rxuuid	%7B%22rx_uuid%22%3A%22RX-b3bd4a23-f796-4749-aee8-97510bccc61b-004%22%7D	2025-01-07 07:59:18	2026-01-07 07:59:28	/
2025-01-07 07:59:27	.sitescout.com	_ssuma	eyIyNiI6MTczNjIzNjc2NjMwOCwiMzkiOjE3MzYyMzY3NjYzMDgsIjciOjE3MzYyMzY3NjYzMDgsIjQxIjoxNzM2MjM2NzU5NDQxfQ	2025-01-07 07:59:25	2025-02-06 07:59:28	/
2025-01-07 08:03:31	.amazon-adsystem.com	ad-id	A1sGH0g55EEviRLsbS-dais	2025-01-07 07:59:14	2025-10-01 07:59:26	/
2025-01-07 08:03:31	.amazon-adsystem.com	ad-privacy	0	2025-01-07 07:59:14	2026-02-11 07:59:26	/
2025-01-07 07:59:27	.rubiconproject.com	audit	1|WD0cx+9RTMKHmOc30ZxD6hyx3pJulHLDiIEJv6pgKCstKko9TbDMMq51vnESUljBCH08tVxD4PTMboWaW1ii7RUfxEvbVM1dPYxpBn1en1o=	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 07:59:24	.bidr.io	bito	AAICJE7O-b4AABWyGPFzhg	2025-01-07 07:59:17	2026-02-06 02:59:24	/
2025-01-07 07:59:23	.bidswitch.net	c	1736236764	2025-01-07 07:59:23	2026-01-07 07:59:23	/
2025-01-07 07:59:24	.sportradarserving.com	c	1736236765	2025-01-07 07:59:24	2026-01-06 07:59:24	/
2025-01-07 08:00:54	.pubmatic.com	chkChromeAb67Sec	2	2025-01-07 07:59:22	2025-04-07 07:59:22	/
2025-01-07 07:59:34	.smartadserver.com	csync	154:af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:32	2025-04-07 07:59:35	/
2025-01-07 07:59:24	.ipredictive.com	cu	6541261d-8bfd-4f8c-8005-5963d7fa4e63|1736236762867	2025-01-07 07:59:21	2026-01-07 07:59:24	/
2025-01-07 08:03:31	.media.net	data-bs	50b3902a-8d31-4204-b198-e8939a4c5219~~1	2025-01-07 07:59:26	2026-01-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-c	61b73b66-e41c-4246-b7c6-f9b8d287495e~~1	2025-01-07 07:59:26	2025-02-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-c-ts	1736236767	2025-01-07 07:59:26	2025-02-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-co	AQAKGW03Cdq5xAJmq8WDAQEBAQEBAQCVPseZNAEBAJU-x5k0~~8	2025-01-07 07:59:26	2026-01-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-exp	setstatuscode~~1	2025-01-07 07:59:29	2025-01-14 07:59:29	/
2025-01-07 08:03:31	.media.net	data-g	CAESEMIshffdNkigB1ZM_9erB9k~~8	2025-01-07 07:59:25	2025-01-21 07:59:25	/
2025-01-07 08:03:31	.media.net	data-iqm	af53ef98-7e9f-4f53-9ea2-98a5bf417cba~~3	2025-01-07 07:59:30	2026-01-07 07:59:30	/
2025-01-07 08:03:31	.media.net	data-o	bfebdd90-3f5e-0a4f-202c-31ee57edd607~~8	2025-01-07 07:59:26	2026-01-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-p	LSimLCcK9Fft~~8	2025-01-07 07:59:26	2025-12-23 07:59:26	/
2025-01-07 08:03:31	.media.net	data-r	M5M6J9PY-21-5FWV~~1	2025-01-07 07:59:26	2025-07-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-r1	RX-b3bd4a23-f796-4749-aee8-97510bccc61b-004~~8	2025-01-07 07:59:28	2026-01-06 07:59:28	/
2025-01-07 08:03:31	.media.net	data-rk	1920574160840485802~~8	2025-01-07 07:59:25	2026-01-06 07:59:25	/
2025-01-07 08:03:31	.media.net	data-sh	d624963a-3165-4382-832a-6c29236ef7a6~~3	2025-01-07 07:59:29	2026-01-07 07:59:29	/
2025-01-07 08:03:31	.media.net	data-so	d52cff7a-1711-4a1f-94c6-7707870bf70f~~8	2025-01-07 07:59:28	2025-02-04 07:59:28	/
2025-01-07 08:03:31	.media.net	data-ttd	733a254c-112c-4202-9121-797e18c07352~~1	2025-01-07 07:59:25	2025-01-21 07:59:25	/
2025-01-07 08:03:31	.media.net	data-xu	fel9AqCi1Tv4uQ5~~8	2025-01-07 07:59:28	2026-01-06 07:59:28	/
2025-01-07 08:03:31	.media.net	data-ze	7b011b1a-9d27-4f75-908c-ce6e7244fda2~~1	2025-01-07 07:59:29	2026-01-07 07:59:29	/
2025-01-07 07:59:33	.pxl.iqm.com	equativ	MTczNzQ0NjM3NDIyMA==	2025-01-07 07:59:33	2025-02-06 07:59:33	/
2025-01-07 07:59:25	.rfihub.com	eud	H4sIAAAAAAAA_1slymtobmxmZGxmbmZmYWAOABTUBZIQAAAA	2025-01-07 07:59:25	2026-02-01 07:59:25	/
2025-01-07 07:59:23	.everesttech.net	everest_g_v2	g_surferid~Z3ze3AAQpSftpAAX	2025-01-07 07:59:23	2026-01-07 07:59:23	/
2025-01-07 07:59:25	.creativecdn.com	g	Awh2miCoOOnAdWzZQlDi_1736236766473	2025-01-07 07:59:25	2026-01-07 07:59:25	/
2025-01-07 07:59:36	.openx.net	i	a46b8b56-3dd9-0f58-19b5-876881257726|1736236758	2025-01-07 07:59:17	2026-01-07 07:59:36	/
2025-01-07 07:59:30	.pxl.iqm.com	indexch	MTczNzQ0NjM3MTc2Mg==	2025-01-07 07:59:30	2025-02-06 07:59:30	/
2025-01-07 07:59:27	.rubiconproject.com	khaos	M5M6J9PY-21-5FWV	2025-01-07 07:59:13	2026-01-07 07:59:27	/
2025-01-07 07:59:25	.pxl.iqm.com	liveramp	MTczNzQ0NjM2NjU4NQ==	2025-01-07 07:59:25	2025-02-06 07:59:25	/
2025-01-07 07:59:24	.eyeota.net	mako_uid	1943fc692cf-5f4500000108484a	2025-01-07 07:59:24	2026-01-07 07:59:24	/
2025-01-07 07:59:28	.w55c.net	matchmedianet	5	2025-01-07 07:59:28	2025-02-06 07:59:29	/
2025-01-07 07:59:27	.w55c.net	matchtriplelift	5	2025-01-07 07:59:27	2025-02-06 07:59:28	/
2025-01-07 07:59:23	.quantserve.com	mc	677cdedc-78f16-8b2a2-ad4d8	2025-01-07 07:59:23	2026-02-07 07:59:23	/
2025-01-07 07:59:25	.pxl.iqm.com	mnet	MTczNzQ0NjM2NjU4NQ==	2025-01-07 07:59:25	2025-02-06 07:59:25	/
2025-01-07 07:59:29	.outbrain.com	obuid	7b011b1a-9d27-4f75-908c-ce6e7244fda2	2025-01-07 07:59:29	2026-01-07 07:59:29	/
2025-01-07 08:00:54	.pubmatic.com	pi	156737:3	2025-01-07 07:59:22	2025-01-08 07:59:22	/
2025-01-07 07:59:32	.smartadserver.com	pid	7659213706458857360	2025-01-07 07:59:32	2025-04-07 07:59:32	/
2025-01-07 07:59:26	.smartadserver.com	pid	6185453798333906779	2025-01-07 07:59:26	2025-04-07 07:59:27	/api
2025-01-07 07:59:25	.pxl.iqm.com	roqad	MTczNzQ0NjM2NjU4NQ==	2025-01-07 07:59:25	2025-02-06 07:59:25	/
2025-01-07 07:59:25	.rfihub.com	rud	H4sIAAAAAAAA_-MSNrQ0NzUxMzS3MDQzMrc0MrY0MxHiM9RNzgvyM9LVjQo2N0oBANsoqn4lAAAA	2025-01-07 07:59:25	2026-02-01 07:59:25	/
2025-01-07 07:59:25	.rfihub.com	ruds	H4sIAAAAAAAA_-MSNrQ0NzUxMzS3MDQzMrc0MrY0MxHiM9RNzgvyM9LVjQo2N0oBANsoqn4lAAAA	2025-01-07 07:59:25		/
2025-01-07 07:59:25	.pxl.iqm.com	semcasting	MTczNzQ0NjM2NjU4NQ==	2025-01-07 07:59:25	2025-02-06 07:59:25	/
2025-01-07 07:59:23	.quantserve.com	sp	CggIiQ0SAxCoDg==	2025-01-07 07:59:23	2025-04-07 07:59:23	/
2025-01-07 07:59:27	.sitescout.com	ssi	4ae0164e-f014-498e-ad7c-fee9aeed6f3f#1736236759090	2025-01-07 07:59:18	2026-01-07 07:59:28	/
2025-01-07 07:59:26	.aralego.com	sspid	881bc3b7-623f-3d16-b761-52daa107d271	2025-01-07 07:59:26	2025-12-31 10:27:04	/
2025-01-07 08:03:31	.sharethrough.com	stx_user_id	d624963a-3165-4382-832a-6c29236ef7a6	2025-01-07 07:59:18	2025-02-06 07:59:29	/
2025-01-07 07:59:23	.3lift.com	sync	CgoIgAIQloSa_sMyCgoIoQEQloSa_sMyCgoIgQIQmJya_sMyCgoI4gEQloSa_sMyCgoI5gEQloSa_sMyCgoIhwIQloSa_sMyCgoI5wEQmJya_sMyCgkISRCYnJr-wzIKCQgLEJicmv7DMgoKCIwCEJaEmv7DMgoKCKwCEJaEmv7DMgoKCK0CEJicmv7DMgoKCM4BEJicmv7DMgoKCJQCEJicmv7DMgoKCLcCEJicmv7DMgoJCDkQmJya_sMyCgkIOhCWhJr-wzIKCQgbEJaEmv7DMgoKCN4BEJicmv7DMgoJCF8QloSa_sMy	2025-01-07 07:59:23	2025-04-07 07:59:23	/sync
2025-01-07 08:03:31	.3lift.com	tluid	2513340156329882561883	2025-01-07 07:59:13	2025-04-07 07:59:34	/
2025-01-07 07:59:24	.bidswitch.net	tuuid	50b3902a-8d31-4204-b198-e8939a4c5219	2025-01-07 07:59:23	2026-01-07 07:59:24	/
2025-01-07 07:59:24	.bidswitch.net	tuuid_lu	1736236765	2025-01-07 07:59:24	2026-01-07 07:59:24	/
2025-01-07 07:59:32	.tremorhub.com	tvid	d4c030f0a65949fab7e5d00802f2f6ef	2025-01-07 07:59:32	2026-01-07 13:47:52	/
2025-01-07 07:59:25	.adform.net	uid	19105041352111759	2025-01-07 07:59:19	2025-03-08 07:59:25	/
2025-01-07 07:59:26	.criteo.com	uid	61b73b66-e41c-4246-b7c6-f9b8d287495e	2025-01-07 07:59:26	2026-02-01 07:59:26	/
2025-01-07 07:59:26	.turn.com	uid	2996494912675338205	2025-01-07 07:59:17	2025-07-06 07:59:27	/
2025-01-07 07:59:24	.mathtag.com	uuid	24bd677c-dedd-4c00-a7da-6ace73157ba3	2025-01-07 07:59:24	2026-02-04 07:59:25	/
2025-01-07 08:03:31	.adnxs.com	uuid2	2362986338892558682	2025-01-07 07:59:16	2025-04-07 07:59:34	/
2025-01-07 07:59:28	.w55c.net	wfivefivec	fel9AqCi1Tv4uQ5	2025-01-07 07:59:27	2026-02-07 07:59:29	/
2025-01-07 07:59:29	.zemanta.com	zuid	zPQpAds3Q3QxSvdSGhfe	2025-01-07 07:59:27	2026-01-07 07:59:29	/
2025-01-07 07:59:25	.sportradarserving.com	zuuid	20b94b43-c39d-4279-9734-80c54d107b96	2025-01-07 07:59:24	2026-01-06 07:59:25	/
2025-01-07 07:59:25	.sportradarserving.com	zuuid_k	1	2025-01-07 07:59:25	2026-01-06 07:59:25	/
2025-01-07 07:59:25	.sportradarserving.com	zuuid_k_lu	1736236766	2025-01-07 07:59:25	2026-01-06 07:59:25	/
2025-01-07 07:59:25	.sportradarserving.com	zuuid_lu	1736236766	2025-01-07 07:59:25	2026-01-06 07:59:25	/
2025-01-07 07:59:25	.contextweb.com	VP	part_LSimLCcK9Fft	2025-01-07 07:59:25	2026-01-02 07:59:25	/
2025-01-07 08:03:31	.adnxs.com	XANDR_PANID	bQq1gH1t_uCaGLc1bGdRzKcrswx-TwKBK7q0oo_axgrF91YP0NcIKHENfnJTT5aNOpmftCZ5NaBijWEq4sEequdmCougJtuN7mnFR0ELwJc.	2025-01-07 07:59:16	2025-04-07 07:59:34	/
2025-01-07 07:59:27	.rubiconproject.com	audit_p	1|WD0cx+9RTMKHmOc30ZxD6hyx3pJulHLDiIEJv6pgKCstKko9TbDMMq51vnESUljBCH08tVxD4PTMboWaW1ii7RUfxEvbVM1dPYxpBn1en1o=	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 07:59:26	.criteo.com	cto_bundle	vdNIo18lMkJDJTJGcjM1JTJCSm1ZYnlMNzdGSDVMY1N6JTJCMnUlMkJ3VmRLeHZ2UGhrem1BMXdMYnQ4cnJTM2RSenEwcFMxbFdBMEJIQjE4WGFUM2RjWjJ2eGRObnNWeDRUMzZmaXNHeTlpUnNCNWJnbmhvRkdkYnclM0Q	2025-01-07 07:59:26	2026-02-01 07:59:26	/
2025-01-07 07:59:27	.rubiconproject.com	khaos_p	M5M6J9PY-21-5FWV	2025-01-07 07:59:18	2026-01-07 07:59:27	/
2025-01-07 08:03:31	.3lift.com	receive-cookie-deprecation	1	2025-01-07 07:59:13	2025-04-07 07:59:34	/
2025-01-07 08:03:31	.adnxs.com	receive-cookie-deprecation	1	2025-01-07 07:59:13	2026-02-11 07:59:34	/
2025-01-07 08:03:31	.casalemedia.com	receive-cookie-deprecation	1	2025-01-07 07:59:13	2026-01-07 07:59:34	/
2025-01-07 07:59:24	.criteo.com	receive-cookie-deprecation	1	2025-01-07 07:59:24	2026-02-01 07:59:25	/
2025-01-07 07:59:27	.rubiconproject.com	receive-cookie-deprecation	1	2025-01-07 07:59:20	2025-04-07 07:59:27	/
2025-01-07 08:03:31	prebid.media.net	receive-cookie-deprecation	1	2025-01-07 07:59:19	2025-07-06 07:59:34	/
2025-01-07 08:03:31	.3lift.com	tluidp	2513340156329882561883	2025-01-07 07:59:17	2025-04-07 07:59:29	/
2025-01-07 07:59:25	.creativecdn.com	ts	1736236766	2025-01-07 07:59:25	2026-01-07 07:59:25	/
2025-01-07 07:59:37	.rlcdn.com	pxrc	CNq987sGEgUI6AcQABIFCOhHEAASBgi46wEQDw==	2025-01-07 07:59:36	2025-03-08 07:59:37	/
2025-01-07 07:59:37	.rlcdn.com	rlas3	TUpSs/KBUmwlGm0c0VdtaLHJYsx8BoBUOAWA1ZKOClc=	2025-01-07 07:59:37	2026-01-07 07:59:37	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_1097	23028-af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:37	2025-04-07 07:59:40	/
2025-01-07 08:00:54	.pubmatic.com	PugT	1736236781	2025-01-07 07:59:40	2025-02-06 07:59:40	/
2025-01-07 07:59:39	.smaato.net	SCM	c494a2baf8	2025-01-07 07:59:39	2025-01-28 07:59:39	/
2025-01-07 07:59:39	.smaato.net	SCM1001145	c494a2baf8	2025-01-07 07:59:39	2025-01-28 07:59:39	/
2025-01-07 07:59:39	.smaato.net	SCMco	c494a2baf8	2025-01-07 07:59:39	2025-01-28 07:59:39	/
2025-01-07 07:59:37	.pxl.iqm.com	adx	MTczNzQ0NjM3ODY3NQ==	2025-01-07 07:59:37	2025-02-06 07:59:37	/
2025-01-07 07:59:40	.rqtrk.eu	browser_id	1:cff8614e-378f-4651-b582-0e3a1a42c88e	2025-01-07 07:59:40	2025-01-14 07:59:40	/
2025-01-07 07:59:40	.connatix.com	cnx_userId	049fd12422d643a995311936f19fd0da	2025-01-07 07:59:40	2025-02-06 07:59:40	/
2025-01-07 07:59:40	.pxl.iqm.com	iqm.retarget.uid	af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:25	2025-01-22 07:59:40	/
2025-01-07 07:59:40	.pxl.iqm.com	pubmatic	MTczNzUzMjc4MTI3NA==	2025-01-07 07:59:40	2025-02-06 07:59:40	/
2025-01-07 07:59:39	.pxl.iqm.com	telaria	MTczNzQ0NjM4MDIwMA==	2025-01-07 07:59:39	2025-02-06 07:59:39	/
2025-01-07 07:59:39	.tremorhub.com	tv_UIIQ	af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:32	2026-02-11 07:59:39	/
